chr	windowStart	windowEnd	D	f_d	f_dM	d_f
Chr01	24603135	24675989	-0.053237	-0.039752	-0.034743	-0.035570
Chr01	24662050	24828554	-0.036228	-0.025955	-0.021658	-0.022523
Chr01	24691422	24849287	-0.033168	-0.009771	-0.008890	-0.011612
Chr01	24828588	24873095	-0.127549	-0.019558	-0.018595	-0.020671
Chr01	24849315	24962067	0.022282	0.003417	0.003270	0.001304
Chr01	24874841	25019058	0.009027	0.001612	0.001480	-0.004014
Chr01	24966895	25046097	-0.074546	-0.013527	-0.011685	-0.012992
Chr01	25019079	25166519	-0.098082	-0.021483	-0.017162	-0.011375
Chr01	25046142	25241829	-0.094276	-0.036702	-0.026753	-0.015660
Chr01	25175265	25298855	-0.095946	-0.032054	-0.025653	-0.031733
Chr01	25242240	25334930	-0.049963	-0.024976	-0.019594	-0.023135
Chr01	25298860	25374041	0.023043	0.010812	0.008881	0.014589
Chr01	25335580	25549004	-0.126642	-0.063922	-0.051777	-0.050001
Chr01	25375276	25637848	-0.139663	-0.083125	-0.068737	-0.065236
Chr01	25550238	25701158	-0.010929	-0.003647	-0.003268	-0.003083
Chr01	25637850	25745804	-0.296288	-0.143918	-0.115800	-0.186688
Chr01	25703130	26012951	-0.284318	-0.206983	-0.160823	-0.220069
Chr01	25782835	26014430	-0.030882	-0.025826	-0.021453	-0.015834
Chr01	26012961	26016079	-0.095975	-0.173841	-0.096231	-0.049671
Chr01	26014431	26173291	-0.074507	-0.073936	-0.050423	-0.036349
Chr01	26016857	26200777	0.132374	0.087951	0.069730	0.050703
Chr01	26175342	26254856	0.029987	0.010912	0.009018	0.004120
Chr01	26200779	26301863	-0.200545	-0.038023	-0.033751	-0.042071
Chr01	26260430	26372662	-0.001999	-0.000455	-0.000403	0.003570
Chr01	26303645	26468976	0.094698	0.017324	0.015665	0.037567
Chr01	26372685	26533639	0.096260	0.017882	0.016520	0.038383
Chr01	26471771	26672465	0.039899	0.012614	0.011477	0.012511
Chr01	26540637	26723541	-0.085154	-0.039163	-0.034356	-0.023619
Chr01	26675260	26944803	-0.106719	-0.042818	-0.036829	-0.027619
Chr01	26732618	27089073	0.191420	0.047863	0.041824	0.053050
Chr01	26944804	27151644	0.464209	0.134849	0.106275	0.199458
Chr01	27089550	27263102	0.322131	0.156539	0.105969	0.179078
Chr01	27154063	27513345	0.126325	0.063462	0.043899	0.061809
Chr01	27274033	27660938	0.108674	0.055095	0.041565	0.046819
Chr01	27513365	27717037	0.105892	0.082129	0.062464	0.060190
Chr01	27660961	27762635	0.093063	0.072062	0.050564	0.056114
Chr01	27717127	27884096	-0.022216	-0.014460	-0.011455	-0.012996
Chr01	27762638	28193243	0.018820	0.014821	0.012745	0.007051
Chr01	27884109	28290659	0.042211	0.030439	0.023724	0.017309
Chr01	28193484	28396102	-0.051821	-0.028956	-0.022393	-0.022716
Chr01	28292403	28419542	-0.179424	-0.107880	-0.068667	-0.095180
Chr01	28396106	28510828	-0.134546	-0.087555	-0.050777	-0.058084
Chr01	28419543	28558586	-0.192456	-0.115924	-0.087761	-0.098598
Chr01	28512128	28650474	-0.341534	-0.178611	-0.141916	-0.157959
Chr01	28568562	28653940	0.044414	0.026027	0.022644	0.022878
Chr01	28650534	28656848	0.171423	0.093147	0.083900	0.089101
Chr01	28653965	28764661	-0.005924	-0.002374	-0.002054	-0.007079
Chr01	28659519	28787856	-0.053426	-0.036108	-0.027775	-0.027847
Chr01	28764670	28854039	-0.049219	-0.049445	-0.030919	-0.020755
Chr01	28796434	28936507	0.023901	0.014050	0.009606	0.005819
Chr01	28862120	28981754	0.011052	0.005517	0.004482	0.005196
Chr01	28936516	29105104	-0.036034	-0.014050	-0.011519	-0.009247
Chr01	28981755	29162212	-0.027582	-0.006362	-0.005642	-0.019846
Chr01	29105133	29194162	0.109736	0.025568	0.024702	0.056944
Chr01	29162220	29202149	0.072777	0.028062	0.024889	0.021667
Chr01	29194920	29217740	-0.076377	-0.078646	-0.050527	-0.022392
Chr01	29202156	29305565	-0.093640	-0.101831	-0.075217	-0.022248
Chr01	29217741	29488212	-0.042322	-0.023152	-0.018236	0.004347
Chr01	29306402	29561497	0.084154	0.030905	0.023228	0.035145
Chr01	29488213	29592393	0.059212	0.023457	0.018122	0.016502
Chr01	29562901	29715288	0.022172	0.010003	0.008603	0.010040
Chr01	29592417	29792197	0.012462	0.007798	0.006536	0.002551
Chr01	29741270	29916355	-0.017155	-0.010523	-0.007916	-0.009828
Chr01	29794944	30012527	0.028255	0.017768	0.013437	0.016016
Chr01	29953259	30089472	0.027124	0.017250	0.015058	0.010575
Chr01	30022173	30191838	-0.025497	-0.010264	-0.009067	-0.010236
Chr01	30102653	30665399	0.051092	0.022332	0.019627	0.015818
Chr01	30191867	30846753	-0.043550	-0.017240	-0.013865	-0.016489
Chr01	30665406	30867101	-0.181655	-0.076834	-0.055275	-0.081160
Chr01	30846759	30878692	-0.127150	-0.061746	-0.050987	-0.057639
Chr01	30867106	30930195	-0.097005	-0.048595	-0.039391	-0.041339
Chr01	30878700	31010230	-0.053634	-0.041411	-0.022266	-0.022079
Chr01	30930202	31137265	-0.097129	-0.083108	-0.042184	-0.057753
Chr01	31010236	31256921	-0.100098	-0.047971	-0.038678	-0.065957
Chr01	31147300	31337127	-0.014488	-0.006070	-0.005360	-0.003648
Chr01	31262855	31424022	-0.019988	-0.011880	-0.010405	-0.009095
Chr01	31337596	31514256	0.004850	0.004727	0.003827	0.000350
Chr01	31424027	31851915	-0.117452	-0.115177	-0.088861	-0.063232
Chr01	31640571	31891023	-0.200013	-0.172798	-0.132327	-0.126359
Chr01	31853149	31975355	-0.312735	-0.259183	-0.185671	-0.169738
Chr01	31891028	32026551	-0.374025	-0.234070	-0.169541	-0.144505
Chr01	31975381	32058055	-0.245962	-0.103407	-0.068803	-0.029961
Chr01	32026554	32100343	-0.085403	-0.020370	-0.014811	0.000981
Chr01	32058059	32171179	-0.079033	-0.040547	-0.032029	-0.009765
Chr01	32100355	32241280	0.127026	0.058396	0.048065	0.079446
Chr01	32171210	32294941	0.150259	0.050970	0.041653	0.078878
Chr01	32243590	32331009	-0.094971	-0.035358	-0.027525	-0.022701
Chr01	32294961	32338294	-0.056816	-0.031651	-0.023171	-0.009135
Chr01	32331039	32355982	-0.122465	-0.070062	-0.048060	-0.022139
Chr01	32338304	32472415	-0.128024	-0.068226	-0.046474	-0.022205
Chr01	32355990	32541104	-0.127057	-0.052097	-0.038395	-0.026946
Chr01	32486759	32594905	-0.098590	-0.048487	-0.038083	-0.035427
Chr01	32542127	32684689	-0.068334	-0.031412	-0.026058	-0.033785
Chr01	32594910	32725255	-0.147521	-0.028008	-0.025318	-0.058609
Chr01	32684757	32734189	-0.330653	-0.065749	-0.057398	-0.136413
Chr01	32725728	32815460	-0.161320	-0.155486	-0.097564	-0.084538
Chr01	32734297	32908869	-0.004664	-0.002178	-0.001858	0.000761
Chr01	32815465	32954653	0.023410	0.013233	0.011308	0.008169
Chr01	32908871	32991485	0.112497	0.093114	0.077500	0.039604
Chr01	32958725	33003035	0.089254	0.081778	0.062618	0.021184
Chr01	32991838	33021565	-0.185208	-0.397666	-0.184122	-0.065538
Chr01	33003860	33113296	-0.189171	-0.200127	-0.136354	-0.112917
Chr01	33021569	33184018	-0.032713	-0.022138	-0.018066	-0.001829
Chr01	33117496	33218979	0.160198	0.111782	0.095441	0.083998
Chr01	33184033	33324392	0.097865	0.084806	0.074458	0.035730
Chr01	33218991	33359512	0.061319	0.060932	0.050766	0.031450
Chr01	33332981	33380782	0.068055	0.061712	0.048251	0.027908
Chr01	33359665	33447304	-0.053396	-0.016305	-0.014437	-0.016580
Chr01	33382813	33564982	-0.136423	-0.030362	-0.028258	-0.065246
Chr01	33447314	33591381	-0.112536	-0.045762	-0.040926	-0.041027
Chr01	33564990	33599962	-0.135608	-0.092878	-0.074899	-0.041646
Chr01	33591384	33608942	-0.099325	-0.055695	-0.045811	-0.046740
Chr01	33601181	33611651	-0.275070	-0.168381	-0.133013	-0.179876
Chr01	33608951	33615351	-0.326751	-0.183331	-0.148251	-0.161375
Chr01	33611655	33665399	-0.108671	-0.044680	-0.039254	-0.045376
Chr01	33615352	33710418	-0.069657	-0.035058	-0.029436	-0.043721
Chr01	33665406	33847052	-0.070505	-0.041797	-0.033313	-0.028735
Chr01	33763275	33914124	-0.053642	-0.030175	-0.024751	-0.009063
Chr01	33863674	34050013	-0.023006	-0.012109	-0.010358	0.008356
Chr01	33921556	34135849	-0.023018	-0.010150	-0.008980	-0.004227
Chr01	34050225	34153206	-0.045345	-0.028497	-0.023507	-0.014515
Chr01	34135907	34239448	0.012604	0.007078	0.005816	0.004556
Chr01	34153234	34312548	0.124304	0.048963	0.042279	0.034408
Chr01	34239449	34313292	0.146016	0.082932	0.062135	0.064450
Chr01	34312573	34363997	0.013976	0.014013	0.009652	0.024024
Chr01	34313307	34441494	-0.038909	-0.025767	-0.022310	-0.035583
Chr01	34367283	34522135	0.075647	0.046948	0.038724	0.036108
Chr01	34452181	34522832	0.292104	0.226680	0.163603	0.119090
Chr01	34522141	34589840	0.017538	0.017814	0.013591	0.004404
Chr01	34529373	34608230	-0.041101	-0.041053	-0.034030	-0.024109
Chr01	34589841	34704451	0.099759	0.082732	0.071892	0.029680
Chr01	34608231	34760851	0.039110	0.034440	0.025908	0.020057
Chr01	34710637	34808895	0.168360	0.130933	0.105473	0.063205
Chr01	34760852	34841815	0.141295	0.138289	0.119572	0.061480
Chr01	34808942	34928827	0.122737	0.115236	0.093827	0.037990
Chr01	34841838	34946330	-0.156103	-0.133108	-0.080565	-0.029266
Chr01	34928997	35001383	-0.227771	-0.210601	-0.110972	-0.095291
Chr01	34946335	35030248	-0.235603	-0.197478	-0.102479	-0.069104
Chr01	35001387	35089880	-0.158147	-0.114160	-0.063539	-0.021384
Chr01	35031015	35159452	0.247781	0.200285	0.134273	0.100594
Chr01	35098002	35233121	0.327544	0.280009	0.123626	0.099558
Chr01	35159455	35241833	0.187942	0.157044	0.035536	0.015288
Chr01	35233145	35271796	-0.136417	-0.103406	-0.023539	-0.037284
Chr01	35241849	35306234	0.115628	0.035324	0.023660	0.002468
Chr01	35271847	35344012	0.099392	0.044811	0.038393	0.031872
Chr01	35307856	35438301	-0.073157	-0.043700	-0.036454	-0.040853
Chr01	35344507	35514015	0.027283	0.014796	0.011318	0.008443
Chr01	35439498	35661053	0.136528	0.070968	0.049272	0.036780
Chr01	35514019	35743534	0.054867	0.023923	0.018841	0.029828
Chr01	35666315	35753417	0.153821	0.090949	0.074540	0.076067
Chr01	35745635	35806765	0.213376	0.118745	0.097702	0.076701
Chr01	35753827	35935091	0.020397	0.010206	0.008401	0.006096
Chr01	35812042	35959491	-0.108981	-0.058519	-0.044353	-0.035235
Chr01	35939582	36054016	-0.018877	-0.008834	-0.006502	-0.005190
Chr01	35960619	36181207	-0.022627	-0.013736	-0.010348	-0.009628
Chr01	36058942	36254294	0.002884	0.002157	0.001653	0.003335
Chr01	36188635	36370803	0.021483	0.008234	0.007102	0.012854
Chr01	36254321	36442448	-0.041652	-0.011123	-0.009921	-0.014000
Chr01	36370885	36514122	-0.037842	-0.014500	-0.013190	-0.016230
Chr01	36442548	36602894	-0.027206	-0.011356	-0.010139	-0.006802
Chr01	36514157	36824808	0.068531	0.021844	0.018560	0.009164
Chr01	36603082	36858928	0.214063	0.076297	0.068784	0.048715
Chr01	36824830	36908283	0.180854	0.094104	0.076696	0.067460
Chr01	36858944	37394579	0.104930	0.085347	0.060816	0.044363
Chr01	36908288	37479432	-0.060365	-0.070020	-0.055694	-0.013209
Chr01	37394588	37525626	-0.006700	-0.007611	-0.005974	-0.003859
Chr01	37479449	37557086	0.088135	0.089194	0.065282	0.026868
Chr01	37529471	37586771	-0.040471	-0.025386	-0.019571	-0.010098
Chr01	37557096	37639702	-0.082762	-0.045754	-0.036386	-0.020502
Chr01	37586842	37744316	-0.093987	-0.038839	-0.027928	-0.051013
Chr01	37642248	37846017	0.055395	0.026973	0.020478	0.009334
Chr01	37755927	37931857	0.059486	0.042526	0.031211	0.021456
Chr01	37846024	38039309	-0.058316	-0.032305	-0.024317	-0.030565
Chr01	37932098	38103301	-0.075869	-0.037622	-0.030763	-0.029332
Chr01	38039656	38155074	-0.035477	-0.016272	-0.013500	-0.013327
Chr01	38103302	38189977	0.037142	0.021583	0.017176	0.021817
Chr01	38155092	38355691	0.077475	0.044141	0.037587	0.048403
Chr01	38189978	38403985	0.201772	0.074337	0.065519	0.069931
Chr01	38361565	38513402	0.250908	0.064174	0.056012	0.084215
Chr01	38403987	38549169	0.145758	0.031365	0.028152	0.036829
Chr01	38513507	38602357	0.234721	0.055505	0.050525	0.067923
Chr01	38549217	38634439	0.263631	0.119334	0.107895	0.123701
Chr01	38602364	38729233	0.123974	0.094021	0.074654	0.049197
Chr01	38634448	38738206	0.087001	0.054878	0.041740	0.017201
Chr01	38729244	38768950	-0.032498	-0.019425	-0.014443	-0.007333
Chr01	38738224	38877169	-0.104404	-0.038621	-0.031413	-0.028268
Chr01	38768951	38995420	-0.098792	-0.030734	-0.024548	-0.042117
Chr01	38879172	39097771	-0.038377	-0.018060	-0.013148	-0.027552
Chr01	38995454	39235111	0.125727	0.058056	0.040185	0.041608
Chr01	39097773	39279685	0.276158	0.117877	0.079717	0.142988
Chr01	39235117	39292276	0.446249	0.164276	0.123167	0.238618
Chr01	39281858	39357430	0.271016	0.083152	0.076494	0.198464
Chr01	39292306	39435154	0.100713	0.048659	0.043534	0.056719
Chr01	39358242	39513279	0.081440	0.106610	0.070974	0.037229
Chr01	39439647	39530191	0.131021	0.154412	0.099528	0.058282
Chr01	39513540	39535281	0.344494	0.317472	0.227242	0.093370
Chr01	39530192	39589746	0.342051	0.423772	0.306234	0.088568
Chr01	39535298	39682035	-0.004800	-0.003576	-0.002672	-0.003375
Chr01	39589812	39700831	-0.128379	-0.067956	-0.047999	-0.037643
Chr01	39683513	39759298	0.057621	0.033360	0.021644	0.014085
Chr01	39700920	39790170	0.267892	0.142342	0.092458	0.086968
Chr01	39772992	39829756	0.348523	0.180043	0.126292	0.102984
Chr01	39790193	39836078	0.319789	0.277073	0.229629	0.097118
Chr01	39829781	39844134	0.276163	0.418771	0.325246	0.074969
Chr01	39836092	39851762	0.334292	0.340680	0.279469	0.093261
Chr01	39844140	39922925	0.248440	0.213100	0.169851	0.067798
Chr01	39851780	39996618	-0.048356	-0.017291	-0.014579	-0.013152
Chr01	39923851	40081931	0.005028	0.001504	0.001327	-0.000866
Chr01	39996621	40086300	-0.010986	-0.004933	-0.004216	-0.001648
Chr01	40081971	40169253	0.100682	0.054060	0.043261	0.064778
Chr01	40086366	40235740	-0.014877	-0.008240	-0.006437	-0.002700
Chr01	40172073	40263536	-0.143896	-0.085913	-0.069334	-0.063835
Chr01	40235753	40388419	0.014586	0.005507	0.004703	0.008909
Chr01	40263537	40467549	-0.039767	-0.010390	-0.008856	-0.004223
Chr01	40393497	40562153	-0.052882	-0.016906	-0.014381	-0.009120
Chr01	40468664	40582925	0.216169	0.053785	0.049401	0.038348
Chr01	40562168	40663633	0.095434	0.016775	0.015251	0.015783
Chr01	40582993	40721639	-0.088188	-0.018450	-0.016721	-0.012472
Chr01	40663832	40753765	-0.008286	-0.003165	-0.002812	-0.000901
Chr01	40727869	40789247	0.003429	0.002632	0.001880	0.015584
Chr01	40753850	40854236	0.012965	0.014881	0.010159	0.015428
Chr01	40789286	40902274	-0.051798	-0.053263	-0.043129	-0.030418
Chr01	40854238	40956041	-0.221311	-0.151123	-0.119364	-0.102846
Chr01	40903740	40993189	-0.040653	-0.022479	-0.018659	-0.017753
Chr01	40961067	41054657	0.152452	0.089184	0.074403	0.071699
Chr01	40993194	41070642	0.053536	0.041654	0.030423	0.024180
Chr01	41055494	41132439	0.056769	0.045463	0.031099	0.028838
Chr01	41070900	41181057	0.272652	0.105722	0.088740	0.112146
Chr01	41136726	41221597	0.219317	0.123473	0.093241	0.083195
Chr01	41181066	41234316	0.151819	0.435871	0.154808	0.058674
Chr01	41229042	41252314	0.118794	0.290594	0.137053	0.050503
Chr01	41239219	41312163	0.185885	0.190471	0.125618	0.087269
Chr01	41252318	41334010	0.442549	0.248895	0.193806	0.246967
Chr01	41312168	41381720	0.323480	0.259929	0.206899	0.171690
Chr01	41334040	41458566	-0.026207	-0.027990	-0.019704	-0.015594
Chr01	41385161	41493448	-0.277848	-0.158440	-0.119404	-0.113014
Chr01	41458571	41524788	-0.331237	-0.168810	-0.130882	-0.147409
Chr01	41495292	41540992	-0.114657	-0.070851	-0.055452	-0.041306
Chr01	41524792	41643830	0.246338	0.114945	0.096845	0.040475
Chr01	41541058	41676379	0.140275	0.047794	0.041270	0.039867
Chr01	41653620	41706722	0.096878	0.043281	0.036910	0.044625
Chr01	41676420	41759371	0.119472	0.075779	0.063594	0.045661
Chr01	41706782	41800985	0.318448	0.240990	0.210628	0.144365
Chr01	41759372	41839647	0.439843	0.389130	0.307747	0.249250
Chr01	41800987	41875709	0.468451	0.546178	0.393032	0.265163
Chr01	41839649	41902154	0.260725	0.297821	0.209389	0.150328
Chr01	41875724	41994700	0.058579	0.059896	0.041861	0.032482
Chr01	41902207	42027671	0.217225	0.227055	0.177800	0.126862
Chr01	42017682	42036399	0.345238	0.318721	0.274517	0.170219
Chr01	42028564	42087622	0.077331	0.083992	0.060309	0.021785
Chr01	42036404	42129411	0.125479	0.087859	0.074855	0.055940
Chr01	42092630	42152285	0.160904	0.100016	0.086411	0.094724
Chr01	42129426	42159429	0.218482	0.182729	0.134501	0.117827
Chr01	42154680	42171740	0.158674	0.172013	0.095556	0.063806
Chr01	42162390	42179931	0.193472	0.141846	0.101537	0.083756
Chr02	31021	143602	-0.050776	-0.042464	-0.031509	-0.020912
Chr02	116191	206799	-0.078417	-0.051619	-0.041007	-0.040467
Chr02	143605	227058	0.013561	0.006734	0.005898	0.006772
Chr02	211964	267359	0.122373	0.060693	0.056682	0.094782
Chr02	227059	329873	0.036787	0.016660	0.014319	0.025973
Chr02	267361	386544	-0.045034	-0.016699	-0.014241	-0.014794
Chr02	330012	408568	-0.139023	-0.057753	-0.047619	-0.029847
Chr02	386549	582497	0.055152	0.023489	0.020101	0.019716
Chr02	408569	604778	0.082286	0.042585	0.036824	0.040122
Chr02	582504	640664	0.113545	0.084806	0.069387	0.052394
Chr02	618286	699765	0.212415	0.191284	0.158462	0.085226
Chr02	640670	773314	0.113696	0.090467	0.075344	0.049840
Chr02	700805	789992	-0.033869	-0.021333	-0.016733	-0.027548
Chr02	773858	853819	0.010120	0.006464	0.004933	0.005394
Chr02	790001	861418	-0.020724	-0.019565	-0.013832	-0.010941
Chr02	853826	872009	0.036704	0.037285	0.028080	0.022561
Chr02	861442	887848	0.151825	0.088461	0.070772	0.036042
Chr02	872011	916618	0.074777	0.043154	0.033431	0.016365
Chr02	887875	964996	-0.013208	-0.013544	-0.009512	-0.007129
Chr02	916769	1008529	-0.049047	-0.066536	-0.044520	-0.021483
Chr02	965031	1045036	-0.025688	-0.018571	-0.014914	-0.009018
Chr02	1021386	1131734	-0.066874	-0.040256	-0.033666	-0.029154
Chr02	1069241	1222309	0.012349	0.009936	0.008094	0.004855
Chr02	1149662	1299591	0.005138	0.004108	0.003007	-0.000505
Chr02	1243348	1347420	-0.181528	-0.098656	-0.076241	-0.053141
Chr02	1299601	1348977	-0.321405	-0.105325	-0.089398	-0.063200
Chr02	1347563	1351608	-0.430915	-0.135117	-0.113821	-0.114921
Chr02	1349009	1353903	-0.412509	-0.140376	-0.119390	-0.128694
Chr02	1351617	1354571	-0.387970	-0.132867	-0.114170	-0.105079
Chr02	1353935	1357354	-0.396708	-0.154015	-0.129650	-0.116361
Chr02	1354588	1361899	-0.394784	-0.164277	-0.132750	-0.095734
Chr02	1357360	1371706	-0.412907	-0.166626	-0.134572	-0.111121
Chr02	1361903	1375268	-0.380471	-0.168354	-0.139819	-0.125208
Chr02	1371712	1461423	-0.378065	-0.145841	-0.119375	-0.162720
Chr02	1375291	1576566	-0.291123	-0.107077	-0.086745	-0.065150
Chr02	1464897	1697805	-0.019523	-0.009920	-0.008322	-0.005596
Chr02	1576619	1711901	-0.013048	-0.006181	-0.005345	-0.009253
Chr02	1698041	1744811	-0.026474	-0.015973	-0.014045	-0.014737
Chr02	1711929	1776915	-0.055101	-0.036539	-0.031500	-0.022114
Chr02	1751247	1812530	-0.059329	-0.043970	-0.035131	-0.022885
Chr02	1777104	1872538	0.066729	0.067871	0.055082	0.033877
Chr02	1812537	1884296	-0.050858	-0.052373	-0.040117	-0.047451
Chr02	1872554	1884680	-0.297468	-0.820934	-0.327064	-0.174917
Chr02	1884299	1925818	-0.179905	-0.446158	-0.201119	-0.100206
Chr02	1884687	1937620	-0.106076	-0.144408	-0.093772	-0.060604
Chr02	1925830	2360748	-0.155344	-0.091081	-0.066497	-0.053570
Chr02	1939382	2405567	0.099467	0.051963	0.041533	0.047401
Chr02	2360763	2434919	0.213769	0.136566	0.113041	0.111890
Chr02	2405572	2455317	0.086266	0.056630	0.044842	0.040312
Chr02	2434921	2659573	-0.014017	-0.008383	-0.006933	-0.007021
Chr02	2550636	2780173	0.072818	0.034788	0.028917	0.028837
Chr02	2659579	2913467	-0.007030	-0.004592	-0.002904	-0.002343
Chr02	2780623	3067389	-0.042543	-0.056055	-0.024288	-0.009018
Chr02	2920683	3076343	-0.197149	-0.504877	-0.128447	-0.058312
Chr02	3067391	3120863	-0.255428	-0.583640	-0.140629	-0.083529
Chr02	3076346	3222740	-0.068461	-0.037763	-0.026355	-0.026332
Chr02	3121106	3339534	-0.116454	-0.043597	-0.036342	-0.054264
Chr02	3223518	3410613	-0.112357	-0.038663	-0.032515	-0.054077
Chr02	3352650	3482835	-0.045259	-0.019852	-0.017392	-0.012720
Chr02	3412954	3488001	-0.039882	-0.033867	-0.026929	-0.013001
Chr02	3482856	3520752	0.030595	0.035094	0.023325	0.008749
Chr02	3488006	3558256	0.081357	0.067253	0.050043	0.020515
Chr02	3520755	3581843	-0.120026	-0.044088	-0.038303	-0.051584
Chr02	3558262	3596311	-0.236023	-0.054509	-0.048496	-0.073175
Chr02	3581855	3651676	-0.042901	-0.018491	-0.012427	-0.009531
Chr02	3612898	4021999	0.083381	0.047335	0.031251	0.032824
Chr02	3663081	4066650	0.117647	0.067145	0.054438	0.033241
Chr02	4027588	4088859	0.023311	0.015171	0.011927	0.000700
Chr02	4066661	4148490	0.162836	0.096966	0.081244	0.062790
Chr02	4088877	4153719	0.113058	0.075603	0.065273	0.063219
Chr02	4148495	4155761	-0.078633	-0.085290	-0.061349	-0.049098
Chr02	4153744	4186052	-0.071858	-0.075661	-0.055556	-0.047905
Chr02	4155766	4237191	-0.005374	-0.007110	-0.004787	0.001776
Chr02	4186058	4252427	-0.000870	-0.001987	-0.001063	0.000839
Chr02	4237194	4433975	-0.021167	-0.032260	-0.022009	-0.010800
Chr02	4284332	4461045	-0.147332	-0.127317	-0.088318	-0.068490
Chr02	4433979	4499396	-0.200119	-0.153943	-0.112372	-0.126641
Chr02	4461047	4554324	0.090501	0.079305	0.062949	0.056187
Chr02	4508707	4809571	0.195817	0.177685	0.148927	0.173777
Chr02	4730414	4834622	0.051738	0.051053	0.042114	0.074871
Chr02	4809583	4926093	-0.033892	-0.020602	-0.017699	-0.003543
